age,gender,employment_status,state_of_residence,total_monthly_inflow,total_monthly_outflow,transaction_frequency,salary_payment_detected,end_of_month_balance,highest_credit_amount,highest_debit_amount,gambling_transactions_count,loan_related_transactions_count,previous_loan_taken,previous_loan_amount,repayment_status,missed_payment_count,airtime_spend_per_month,data_subscription_spend,loan_defaulted
19,Male,Self-employed,Imo,361152,201042,44,Yes,262368,284930,96135,0,0,Yes,880936,On-time,0,4969,4394,0
43,Female,Employed,Katsina,606421,484656,40,No,139629,375016,233461,2,2,No,0,N/A,0,886,6424,1
21,Female,Self-employed,Kaduna,318454,223306,42,No,128224,110656,116526,1,4,Yes,823194,On-time,0,4009,500,1
18,Male,Self-employed,Rivers,161793,114963,22,No,71042,76643,36612,0,2,Yes,901714,On-time,3,1977,719,1
29,Female,Employed,Akwa Ibom,429069,305308,37,Yes,131625,343126,155306,3,1,Yes,1228200,On-time,0,7060,5310,0
25,Female,Self-employed,Imo,421640,400805,54,No,10410,327515,204695,1,3,Yes,2478104,On-time,4,9008,5500,1
34,Male,Unemployed,Akwa Ibom,21443,20288,25,No,561,9262,10871,1,2,Yes,124487,On-time,3,5984,5296,1
27,Female,Employed,Enugu,464967,239441,41,Yes,259321,181996,129256,0,1,No,0,N/A,0,2984,4310,0
29,Female,Self-employed,Cross River,217261,223952,22,No,0,118870,76480,2,3,No,0,N/A,0,1104,4786,1
18,Female,Self-employed,Kano,434789,367482,13,No,114509,316403,89310,0,3,No,0,N/A,0,4513,9929,0
26,Male,Self-employed,Borno,603194,416604,31,Yes,287645,393646,201529,0,0,No,0,N/A,0,3699,7485,0
23,Female,Employed,Edo,151563,80209,29,Yes,255724,67595,46118,0,0,No,0,N/A,0,1927,8252,0
29,Male,Employed,Cross River,252462,133165,33,No,143605,85086,49351,0,0,No,0,N/A,0,3771,3254,0
35,Male,Employed,Imo,244371,197910,17,Yes,53743,128843,84896,0,0,Yes,1243818,On-time,1,1641,9558,0
30,Male,Employed,Oyo,327402,234055,47,Yes,160100,165696,88584,0,0,No,0,N/A,0,6661,6106,0
18,Male,Employed,Imo,207761,140646,33,Yes,162419,130628,62042,0,0,No,0,N/A,0,3863,5224,0
25,Female,Self-employed,Enugu,50000,30203,43,No,70507,27428,16528,0,2,No,0,N/A,0,3382,3984,0
26,Female,Self-employed,Osun,177483,139500,46,No,53269,70025,29328,2,0,No,0,N/A,0,6100,4475,1
22,Female,Unemployed,Akwa Ibom,86220,80923,32,No,2629,64167,30891,2,4,Yes,352590,Late,5,3981,500,1
18,Male,Employed,Rivers,383609,278704,47,Yes,163417,119493,89281,0,0,No,0,N/A,0,7386,8125,0
22,Male,Employed,Rivers,350100,312262,40,Yes,13221,125332,169977,2,4,Yes,1033388,On-time,5,5724,5390,1
25,Female,Employed,Osun,396074,265464,31,Yes,173403,214508,74358,0,1,No,0,N/A,0,4505,2885,0
38,Female,Self-employed,Lagos,379599,309243,64,No,90251,199037,71145,3,1,No,0,N/A,0,9000,3569,0
23,Female,Self-employed,Akwa Ibom,195017,190681,46,No,2136,138246,58122,6,1,Yes,827369,Late,4,6270,5129,1
30,Male,Employed,Anambra,225102,176315,10,Yes,66677,129192,102943,0,2,No,0,N/A,0,4555,7724,0
25,Female,Employed,Oyo,508486,352996,53,Yes,185984,202541,138649,0,0,Yes,1622886,On-time,0,1846,4361,0
22,Female,Self-employed,Kwara,407101,312503,39,No,116405,303212,160137,0,3,Yes,2158530,Late,1,500,5443,1
45,Male,Employed,Katsina,627722,500108,47,Yes,160572,461571,148745,2,2,No,0,N/A,0,6767,10271,0
37,Female,Employed,Kaduna,563088,441778,38,No,152820,360105,222806,1,1,Yes,1825392,On-time,0,3207,1908,0
27,Female,Self-employed,Kano,233743,181358,49,No,86995,111752,85304,0,0,No,0,N/A,0,1435,4097,0
48,Male,Unemployed,Plateau,46406,37318,26,No,42989,16922,12525,1,2,Yes,193400,On-time,1,1959,4119,1
34,Male,Self-employed,Kaduna,280310,269263,25,No,3360,147368,114595,3,3,Yes,604563,Late,3,3820,6301,1
27,Female,Self-employed,Bauchi,229517,200236,55,No,75000,141668,84627,4,2,Yes,250838,Late,0,5219,12484,1
45,Male,Employed,Lagos,453811,362962,19,Yes,133905,177945,86406,3,2,Yes,1875447,Late,0,3914,7041,0
20,Male,Self-employed,Kaduna,141924,84057,30,No,157829,113385,42751,0,0,No,0,N/A,0,4109,5632,0
40,Male,Self-employed,Katsina,468935,296283,44,No,193875,217107,145038,1,0,Yes,686324,On-time,0,5988,3598,0
18,Male,Employed,Kano,274401,237157,38,Yes,86193,91081,71994,2,2,No,0,N/A,0,3186,4796,0
29,Male,Unemployed,Akwa Ibom,84767,55695,58,No,177858,55433,15909,0,0,No,0,N/A,0,3773,4472,1
41,Female,Employed,Kano,222329,120715,42,Yes,285938,159798,28781,0,0,No,0,N/A,0,2831,1642,0
24,Male,Employed,Enugu,446020,299096,23,No,244766,306241,104564,0,1,Yes,2112886,Late,1,3943,2605,0
26,Male,Employed,Rivers,488414,261865,35,Yes,372015,151072,116787,0,0,Yes,2633861,On-time,0,2553,12794,0
40,Male,Employed,Kaduna,334815,193632,15,Yes,251928,183677,106865,0,0,Yes,1800976,On-time,0,2811,2211,0
39,Male,Employed,Lagos,427975,238248,47,Yes,298576,244654,98038,0,0,Yes,2152268,On-time,0,3509,2804,0
23,Male,Employed,Oyo,512874,343199,48,Yes,309016,371764,94525,0,1,No,0,N/A,0,4354,3116,0
21,Female,Employed,Bauchi,462221,271804,61,Yes,379386,166105,79207,0,0,Yes,923308,On-time,0,3488,3865,0
23,Female,Employed,Anambra,507798,427740,30,Yes,129707,180220,123032,0,2,Yes,2368142,On-time,2,2197,2797,0
31,Male,Self-employed,Bauchi,140902,85532,39,No,229659,47868,31589,0,0,No,0,N/A,0,5358,3960,1
28,Male,Employed,Edo,346220,192179,19,Yes,189610,237897,83155,0,0,No,0,N/A,0,1643,4969,0
37,Male,Unemployed,Cross River,72930,61535,31,No,34382,24296,23299,0,1,Yes,357359,Late,0,4063,870,1
18,Female,Self-employed,Anambra,465282,482863,34,No,0,202074,144055,4,4,Yes,2376309,On-time,1,4109,500,1
35,Male,Self-employed,Borno,281674,161715,41,Yes,297036,205562,43084,0,0,Yes,1648842,On-time,0,6347,9142,0
46,Male,Employed,Abuja,236665,177486,30,Yes,64541,175892,89299,3,0,No,0,N/A,0,7235,3578,0
55,Male,Employed,Delta,463394,233122,38,Yes,262418,266015,49127,1,0,No,0,N/A,0,555,8684,0
23,Female,Self-employed,Kwara,50000,52149,21,No,0,28461,10567,3,2,Yes,201830,Late,2,1186,500,1
27,Male,Employed,Katsina,302440,242962,21,No,75335,229484,93355,0,0,Yes,435653,Late,0,2597,1276,0
23,Female,Self-employed,Anambra,355892,332848,18,No,14294,207245,103200,4,2,Yes,1419630,Late,4,2621,3177,1
26,Female,Employed,Plateau,80000,56915,40,Yes,51396,37841,21253,0,3,Yes,269797,Late,0,3522,8066,0
32,Male,Self-employed,Kaduna,378859,263873,43,No,193403,211117,145872,0,0,Yes,1112361,Late,1,500,5255,0
35,Female,Self-employed,Bauchi,502916,401530,35,No,117574,160839,156084,0,0,Yes,1843212,Late,0,511,1236,0
22,Female,Self-employed,Edo,430951,381998,16,No,55175,304406,214808,4,2,No,0,N/A,0,646,3543,1
36,Male,Employed,Rivers,507117,367213,51,Yes,305824,242887,147980,0,0,No,0,N/A,0,3971,9283,0
24,Female,Employed,Edo,114252,101286,43,Yes,55509,51222,59216,1,0,No,0,N/A,0,8096,7731,0
19,Female,Unemployed,Plateau,41273,32812,40,No,34652,29178,9986,0,1,Yes,72026,Late,1,5292,10300,1
19,Female,Unemployed,Ogun,90935,61295,21,No,202101,63272,26423,0,1,No,0,N/A,0,2951,7160,1
24,Female,Employed,Katsina,200617,150648,50,Yes,60065,129625,86700,1,2,Yes,460544,Late,1,4049,5823,0
31,Female,Unemployed,Abuja,25956,27504,26,No,0,9471,14447,3,1,Yes,87669,Late,3,3046,500,1
32,Male,Employed,Osun,135692,83434,33,Yes,171778,82282,48149,0,2,Yes,697736,On-time,0,2672,2686,0
25,Female,Self-employed,Delta,449765,235254,12,No,333955,137728,109366,0,0,Yes,575952,On-time,1,4298,4123,0
33,Male,Employed,Borno,365935,253611,32,Yes,168285,163452,72881,0,0,Yes,1368638,On-time,0,4989,5486,0
46,Female,Employed,Cross River,340232,237270,19,Yes,178880,202705,111251,2,1,No,0,N/A,0,4431,1166,0
28,Male,Self-employed,Kaduna,50000,43732,62,No,21772,27568,18692,0,2,Yes,79940,On-time,0,4590,7233,0
28,Female,Employed,Rivers,413112,295632,56,Yes,246785,255268,158454,0,0,No,0,N/A,0,500,7319,0
18,Female,Employed,Plateau,411684,338345,57,Yes,95834,254327,114337,1,1,Yes,1609376,On-time,2,7182,9559,0
41,Female,Employed,Cross River,465129,321474,27,Yes,315882,267024,138796,0,0,No,0,N/A,0,6310,7156,0
39,Female,Self-employed,Bauchi,266893,137684,26,No,149380,149942,28097,2,0,No,0,N/A,0,920,11227,0
23,Male,Employed,Imo,294897,254604,27,Yes,77279,109053,109290,2,3,Yes,1289682,On-time,0,3942,7478,0
29,Male,Employed,Rivers,125005,77386,48,Yes,178674,92999,39558,0,0,Yes,664715,On-time,0,10217,6834,0
48,Male,Unemployed,Katsina,36499,35923,64,No,383,20340,13715,6,3,No,0,N/A,0,3448,6030,1
19,Male,Self-employed,Lagos,50000,44199,34,No,10993,39369,12269,2,0,No,0,N/A,0,2070,8698,1
38,Female,Self-employed,Delta,535644,560314,13,No,0,384542,333054,2,2,No,0,N/A,0,2493,9912,1
32,Male,Self-employed,Plateau,129148,112438,52,No,36914,45361,59238,0,3,Yes,524259,On-time,0,1296,8296,1
45,Female,Employed,Ogun,412228,302475,39,Yes,273795,213438,98489,0,0,Yes,1062903,On-time,1,500,5891,0
34,Female,Self-employed,Enugu,276895,280890,23,No,0,192196,126193,3,4,No,0,N/A,0,2672,9156,1
29,Female,Employed,Lagos,529571,288675,38,Yes,434827,388575,152155,0,2,No,0,N/A,0,500,3160,0
38,Female,Self-employed,Edo,50000,41184,39,No,42692,15519,10582,1,3,Yes,212557,Late,0,4334,5483,0
21,Female,Unemployed,Akwa Ibom,82407,62209,11,No,59430,63954,36340,0,0,No,0,N/A,0,1624,7979,0
27,Male,Unemployed,Ogun,60493,53862,52,No,2140,33279,32304,2,0,Yes,258699,Late,2,7437,4085,1
29,Female,Unemployed,Oyo,41370,26501,5,No,112171,14669,6464,0,2,Yes,132436,On-time,0,3600,3348,1
32,Female,Self-employed,Anambra,441482,303957,27,No,215979,166652,96808,1,0,Yes,2024518,Late,1,4514,500,1
18,Male,Self-employed,Anambra,604579,566819,29,Yes,19723,415676,312483,2,4,Yes,3128987,Late,2,514,3151,1
36,Male,Employed,Enugu,352781,207895,18,Yes,206669,141659,104059,1,1,No,0,N/A,0,6588,5533,0
33,Male,Self-employed,Lagos,618338,428857,46,No,230800,324327,138638,0,1,Yes,3308833,On-time,0,4364,4837,0
26,Female,Unemployed,Katsina,100794,57026,52,No,147775,30558,23080,0,0,No,0,N/A,0,3762,500,1
18,Male,Self-employed,Osun,461257,314268,37,No,231156,261534,127982,0,0,Yes,1002874,On-time,0,3933,8289,1
21,Male,Employed,Rivers,215415,156887,35,Yes,206285,165189,32766,0,1,Yes,941700,On-time,0,4832,6111,0
22,Male,Employed,Edo,372274,300315,50,Yes,85703,120494,143894,0,2,No,0,N/A,0,3647,3418,0
26,Female,Self-employed,Katsina,331734,203281,35,No,290394,174739,48992,0,0,Yes,1368494,Late,0,5648,500,0
46,Female,Self-employed,Osun,50000,54412,38,No,0,38700,13707,0,1,Yes,136051,Late,3,6062,5116,1
53,Female,Employed,Kano,495703,287496,62,Yes,323849,163245,66317,0,1,No,0,N/A,0,5325,6384,0
29,Female,Employed,Kaduna,337831,303463,31,Yes,71612,132913,173706,0,0,No,0,N/A,0,6033,7791,0
33,Male,Unemployed,Osun,24587,25943,48,No,0,10217,12868,2,2,No,0,N/A,0,5979,1193,1
26,Female,Unemployed,Bauchi,86291,85684,48,No,222,43554,50539,0,3,Yes,182847,Late,4,2407,2578,1
21,Female,Employed,Lagos,536451,368207,34,Yes,365533,228995,111228,0,1,Yes,2480077,On-time,0,2962,11492,0
33,Male,Employed,Cross River,615576,336008,35,Yes,468233,434650,167866,0,0,Yes,2725628,On-time,0,2094,5325,0
27,Male,Self-employed,Ogun,314829,333267,54,Yes,0,182823,130783,1,3,Yes,1209043,Late,2,4937,7663,1
44,Female,Self-employed,Rivers,778074,541133,30,No,290070,462505,206678,0,0,No,0,N/A,0,3690,7751,0
34,Female,Employed,Ogun,321446,240110,18,Yes,109072,252446,82060,0,0,No,0,N/A,0,3491,12217,0
41,Female,Employed,Ogun,151620,164020,25,Yes,0,106601,76829,3,5,Yes,430851,Late,3,5331,13455,1
31,Female,Self-employed,Cross River,126032,64419,17,No,118389,100673,16813,0,0,No,0,N/A,0,5015,6433,0
23,Female,Self-employed,Enugu,196788,140689,28,No,61262,76803,71232,1,0,No,0,N/A,0,4791,3860,0
27,Male,Self-employed,Kwara,285587,302929,45,No,0,127546,148848,1,1,Yes,973386,Late,0,3656,6283,1
33,Female,Self-employed,Lagos,54227,38712,20,Yes,180884,26727,21863,0,0,No,0,N/A,0,2869,5933,0
18,Male,Employed,Akwa Ibom,529072,353956,25,Yes,305548,368278,136149,0,0,No,0,N/A,0,4917,500,0
23,Female,Unemployed,Katsina,67539,53961,23,No,19975,26332,18213,0,0,Yes,404264,On-time,0,500,9136,1
33,Female,Employed,Cross River,437140,376084,40,Yes,109814,323532,145308,1,1,No,0,N/A,0,3775,3926,0
37,Female,Employed,Akwa Ibom,309442,165080,50,Yes,301861,148221,67134,0,0,Yes,334280,On-time,0,1269,5895,0
39,Male,Self-employed,Oyo,518668,369022,22,No,199185,274068,75836,2,1,Yes,2771765,On-time,0,1609,7294,1
37,Male,Self-employed,Abuja,198257,173794,39,No,64085,123677,35705,2,0,Yes,292824,Late,0,6872,5814,1
36,Female,Employed,Plateau,241541,172020,28,Yes,96653,126277,76681,0,1,No,0,N/A,0,6202,6022,0
34,Male,Self-employed,Plateau,273460,297766,44,No,0,217661,137241,4,1,Yes,288015,On-time,2,5572,3182,1
33,Male,Employed,Anambra,201494,168288,40,Yes,43465,102775,60153,0,1,Yes,441008,On-time,0,9326,7575,0
30,Male,Employed,Osun,667420,385097,18,Yes,347549,489257,184037,0,0,Yes,3483392,On-time,0,7277,8036,0
29,Female,Self-employed,Kano,476287,340604,35,Yes,158750,243931,157589,2,3,No,0,N/A,0,5408,9668,1
40,Male,Employed,Delta,80000,48261,17,Yes,161427,62460,19605,0,0,No,0,N/A,0,2551,3461,0
23,Female,Employed,Borno,317825,263556,23,Yes,80002,140627,54119,1,0,No,0,N/A,0,1540,11704,0
29,Male,Self-employed,Abuja,226772,193959,18,Yes,72306,100070,61080,0,3,Yes,623655,Late,0,3612,6247,1
41,Male,Employed,Rivers,184831,137358,65,Yes,164330,100502,63230,0,0,No,0,N/A,0,3798,7600,0
35,Male,Unemployed,Delta,42725,38446,35,No,50441,30168,8528,0,2,Yes,209276,Late,0,2389,3476,1
34,Male,Employed,Oyo,450519,295655,36,Yes,203209,323772,159738,0,0,Yes,1967361,Late,1,3078,3676,0
25,Female,Employed,Imo,292482,169122,35,Yes,214172,166947,83953,0,1,Yes,1191517,On-time,0,8002,5406,0
18,Female,Employed,Delta,221110,132162,36,Yes,209676,90806,28623,0,1,No,0,N/A,0,2788,6541,0
41,Male,Employed,Borno,788121,818725,42,Yes,0,594166,395190,0,4,No,0,N/A,0,4132,12624,1
31,Female,Employed,Cross River,238268,158708,41,Yes,134398,74576,73693,0,2,No,0,N/A,0,7246,6831,0
23,Male,Employed,Kaduna,505466,256717,14,Yes,375920,181174,128193,0,0,No,0,N/A,0,6269,3147,0
34,Female,Unemployed,Abuja,10000,10000,26,No,0,5747,3978,4,3,No,0,N/A,0,3727,11431,1
26,Female,Self-employed,Anambra,488790,274464,23,No,402221,381918,84223,2,0,No,0,N/A,0,2503,4589,1
47,Female,Employed,Enugu,347395,192483,30,Yes,340637,213372,62205,0,0,Yes,1794099,On-time,0,6788,2403,0
34,Male,Employed,Katsina,279695,186251,32,Yes,136857,129023,50216,0,0,No,0,N/A,0,6415,5701,0
29,Male,Self-employed,Katsina,189365,121994,22,No,132716,102023,54264,0,0,No,0,N/A,0,2652,6634,0
33,Male,Employed,Oyo,507257,286100,39,Yes,325248,314271,97779,0,0,No,0,N/A,0,4475,4839,0
27,Male,Employed,Plateau,239434,147266,44,Yes,235976,153028,87131,0,0,No,0,N/A,0,4101,7380,0
32,Male,Employed,Delta,359528,197129,40,Yes,324434,152234,91331,0,1,No,0,N/A,0,5727,1778,0
25,Female,Self-employed,Borno,170850,90605,43,No,251938,62374,19911,0,0,No,0,N/A,0,2278,3450,1
37,Female,Self-employed,Kwara,346338,306546,26,No,65521,232917,131698,1,2,Yes,996569,On-time,0,7471,7644,0
38,Female,Self-employed,Akwa Ibom,151184,96642,39,No,201481,77763,26370,0,1,No,0,N/A,0,3193,11045,0
30,Male,Employed,Bauchi,183572,117704,50,Yes,241500,141692,50634,0,0,No,0,N/A,0,5374,3327,0
23,Male,Employed,Kwara,272276,233110,32,Yes,69901,141660,54562,0,1,Yes,1444715,On-time,1,4435,9514,0
35,Male,Self-employed,Edo,425060,371695,55,No,89336,186951,138984,1,2,No,0,N/A,0,3139,6791,0
24,Male,Employed,Katsina,278595,174158,40,Yes,293848,103479,101126,0,0,No,0,N/A,0,6671,7642,0
40,Female,Self-employed,Kano,318108,175140,24,Yes,250927,188103,57235,0,1,Yes,505809,On-time,0,4231,6456,0
23,Male,Employed,Abuja,281739,220820,42,Yes,79651,145554,50336,1,3,No,0,N/A,0,500,7375,1
23,Female,Unemployed,Ogun,99831,64758,70,No,112138,73775,19144,1,0,Yes,165570,On-time,0,500,9112,0
25,Female,Employed,Abuja,562901,307303,32,Yes,423163,210929,153020,0,0,No,0,N/A,0,3737,3225,0
27,Male,Employed,Kwara,316123,197449,5,Yes,146180,116529,82555,1,1,No,0,N/A,0,500,5672,0
22,Female,Unemployed,Kaduna,10000,10000,14,No,0,4179,4817,1,1,Yes,56255,Late,0,7792,9264,1
21,Male,Employed,Borno,438884,263155,31,No,244765,164695,102884,0,0,No,0,N/A,0,4868,500,0
32,Female,Employed,Abuja,362863,282198,44,Yes,92846,289421,88685,0,1,Yes,1665115,On-time,1,5020,3805,1
40,Male,Self-employed,Anambra,337858,194545,50,No,252560,177896,64049,0,0,No,0,N/A,0,4440,9579,0
34,Female,Employed,Kaduna,187271,130764,37,Yes,200596,148276,63486,0,1,Yes,670831,On-time,1,3421,7189,0
42,Male,Self-employed,Anambra,259460,174757,66,No,281745,160739,89375,0,0,No,0,N/A,0,4050,598,1
28,Male,Self-employed,Akwa Ibom,549467,297560,47,No,321827,224600,95130,0,0,Yes,2671920,On-time,1,4801,5481,1
28,Male,Unemployed,Imo,46053,36972,26,No,57219,30913,21726,1,3,No,0,N/A,0,7328,5466,1
43,Male,Employed,Ogun,290696,148295,30,Yes,249811,145715,81558,0,2,Yes,311366,On-time,0,3366,3554,1
19,Male,Self-employed,Oyo,208415,175892,35,No,67058,86617,46697,0,2,No,0,N/A,0,2829,2947,0
18,Female,Employed,Bauchi,547946,376565,54,Yes,294101,382976,195290,0,0,No,0,N/A,0,6215,6720,0
22,Female,Employed,Imo,424056,374618,23,Yes,59060,207861,215871,0,2,Yes,1864953,Late,0,5544,5797,0
39,Male,Employed,Ogun,351986,379037,36,Yes,0,203143,155612,2,2,Yes,1440735,Late,1,3780,9671,0
33,Female,Employed,Osun,300632,211510,36,Yes,166636,120736,95074,2,0,No,0,N/A,0,1791,9626,0
38,Female,Employed,Imo,368261,193168,65,Yes,200390,195402,43676,0,0,Yes,584863,On-time,0,6036,5746,0
21,Male,Self-employed,Abuja,381863,306653,49,No,118317,181181,100637,2,2,No,0,N/A,0,1715,1313,0
40,Male,Employed,Abuja,326169,253663,14,Yes,103431,183043,78717,0,4,No,0,N/A,0,3644,500,0
40,Male,Employed,Ogun,537164,465725,38,No,116948,324016,235970,1,2,No,0,N/A,0,8066,4661,0
45,Female,Self-employed,Katsina,263656,252924,41,No,3807,131834,131504,4,3,Yes,868588,On-time,0,3161,7823,1
41,Male,Employed,Abuja,297243,171863,38,Yes,239575,121745,69317,1,0,No,0,N/A,0,4405,9333,0
23,Male,Self-employed,Imo,111738,55984,9,No,229002,88000,18330,0,0,No,0,N/A,0,4121,2389,0
34,Female,Self-employed,Kwara,501625,376146,47,No,165989,254360,122456,0,2,No,0,N/A,0,3904,7815,0
34,Male,Employed,Rivers,257360,176584,47,Yes,231955,116526,78604,1,0,Yes,270757,On-time,1,1914,3858,0
37,Female,Self-employed,Lagos,455072,376218,37,No,96035,326437,148464,2,1,Yes,703081,On-time,0,3667,6603,1
31,Male,Employed,Lagos,135393,94041,53,Yes,223220,105634,31418,1,1,No,0,N/A,0,6812,5935,0
34,Male,Employed,Bauchi,388503,272696,32,Yes,298720,126470,77339,0,1,No,0,N/A,0,5758,500,1
30,Male,Self-employed,Rivers,480313,396164,24,No,104163,167419,180365,1,0,Yes,2016239,On-time,1,4255,4170,1
24,Female,Employed,Akwa Ibom,311101,193263,21,No,199723,134972,58691,0,0,No,0,N/A,0,5312,5509,0
28,Male,Employed,Imo,311325,204047,45,Yes,206527,112211,86899,0,0,Yes,864609,On-time,0,5080,5866,0
33,Male,Employed,Edo,460920,265582,15,Yes,292740,255147,95894,0,0,No,0,N/A,0,1929,4217,0
40,Female,Unemployed,Abuja,94096,102913,45,No,0,30703,50793,2,1,No,0,N/A,0,4615,1566,1
38,Male,Self-employed,Rivers,266205,161519,55,No,200201,157523,65524,0,0,No,0,N/A,0,7015,5267,0
26,Male,Employed,Borno,420940,305656,35,Yes,205623,322671,113990,0,0,No,0,N/A,0,3426,3600,0
27,Male,Employed,Bauchi,409285,247283,38,Yes,259482,145889,112821,0,0,No,0,N/A,0,2821,4381,0
45,Female,Employed,Enugu,507759,310975,28,Yes,261964,361729,132063,0,1,No,0,N/A,0,5113,500,0
30,Female,Unemployed,Ogun,65866,59942,34,No,3451,29788,29191,3,1,No,0,N/A,0,4086,8008,1
26,Male,Self-employed,Cross River,218024,162145,18,Yes,234080,156294,86880,0,2,Yes,567570,On-time,1,6862,1689,0
19,Female,Self-employed,Osun,385338,390057,64,Yes,0,298571,229095,2,2,Yes,898881,On-time,3,5872,11003,1
29,Male,Employed,Delta,210160,156225,26,Yes,231715,68381,93570,2,0,Yes,238547,On-time,0,4518,2986,0
32,Female,Unemployed,Ogun,146056,147947,18,No,0,76629,49438,5,3,Yes,146241,Late,4,4216,2087,1
26,Female,Employed,Abuja,432981,321346,32,Yes,151944,135369,75854,0,2,No,0,N/A,0,1446,5015,1
39,Male,Employed,Osun,478525,374032,28,Yes,125582,205011,161811,2,2,No,0,N/A,0,2435,9014,0
40,Male,Employed,Borno,470814,256373,36,Yes,244749,222834,95493,0,0,No,0,N/A,0,3907,5617,0
30,Male,Employed,Osun,149782,93421,36,Yes,167673,108205,26637,1,0,Yes,596570,On-time,1,3952,5379,0
31,Female,Employed,Plateau,416373,312093,15,Yes,139620,168843,127193,1,1,Yes,572665,On-time,0,3830,500,0
30,Male,Employed,Anambra,227115,117745,38,No,292539,124372,29970,1,0,No,0,N/A,0,7505,9512,0
23,Male,Unemployed,Anambra,31063,27763,25,No,32351,18778,6123,2,1,No,0,N/A,0,4519,3743,1
25,Male,Employed,Kwara,476352,347729,28,Yes,287015,162868,196405,0,1,No,0,N/A,0,1519,2929,1
25,Male,Employed,Katsina,628184,462077,52,Yes,215908,419302,164950,0,1,No,0,N/A,0,3824,5518,0
31,Female,Unemployed,Bauchi,56926,44833,40,No,31517,37786,26879,1,0,Yes,60000,Late,2,4723,8341,1
27,Male,Employed,Ogun,270102,167534,41,Yes,133223,120896,71898,0,0,No,0,N/A,0,500,4631,0
20,Female,Employed,Rivers,399449,297666,29,Yes,147363,125093,153675,0,1,Yes,961895,On-time,0,5161,2712,1
42,Female,Self-employed,Ogun,50000,36782,43,Yes,194112,16137,18334,0,0,Yes,297612,On-time,0,3103,5880,1
22,Male,Employed,Kwara,159829,100361,21,Yes,241724,121713,32956,0,0,No,0,N/A,0,4114,826,0
20,Male,Self-employed,Abuja,588578,524244,17,No,28885,378254,279271,0,3,Yes,2779848,Late,4,5763,4592,1
43,Male,Unemployed,Edo,68013,58340,36,No,43785,48010,13293,0,0,Yes,120238,Late,2,2544,9912,1
35,Male,Unemployed,Katsina,51441,44912,18,No,13509,39084,18308,0,2,Yes,206427,On-time,2,3166,599,1
33,Female,Employed,Edo,469794,275775,29,Yes,258562,157695,87141,0,0,Yes,1001167,On-time,0,4147,6143,0
27,Female,Employed,Delta,662440,474060,38,Yes,197519,458745,234878,0,3,No,0,N/A,0,2268,9948,0
28,Male,Employed,Ogun,163020,132230,19,Yes,39403,79939,72699,0,0,No,0,N/A,0,3924,8264,0
31,Male,Employed,Delta,460059,319094,53,Yes,218255,195177,127373,0,1,No,0,N/A,0,2710,2277,0
18,Male,Self-employed,Oyo,422124,245622,46,No,286988,271864,64687,0,0,No,0,N/A,0,3217,1972,0
41,Female,Employed,Borno,366552,184225,49,Yes,367962,255025,105728,0,0,No,0,N/A,0,6941,2039,0
33,Male,Employed,Delta,435397,387050,56,Yes,59103,270232,104913,3,2,Yes,926061,Late,2,4399,908,1
33,Female,Unemployed,Kwara,80048,82593,25,No,0,39030,19618,3,3,Yes,277617,Late,1,5744,6535,1
35,Male,Self-employed,Enugu,310991,199772,56,Yes,264772,201846,114453,0,0,No,0,N/A,0,3164,2618,1
35,Female,Employed,Anambra,330524,183509,46,Yes,180524,179861,95265,0,0,Yes,556421,On-time,0,4694,6492,0
26,Male,Self-employed,Osun,50000,49518,39,No,146,15916,21344,3,5,Yes,106556,Late,3,5156,13462,1
34,Female,Self-employed,Borno,50000,31963,31,No,172734,26784,12140,0,0,Yes,86952,On-time,0,3221,6079,0
50,Female,Employed,Rivers,248394,184439,33,Yes,201001,178797,74393,0,0,No,0,N/A,0,3545,10599,0
44,Male,Employed,Katsina,446318,301596,40,Yes,326974,185417,91841,0,0,Yes,968000,Late,0,4395,2312,0
23,Female,Employed,Lagos,736535,567626,46,Yes,182873,472602,274374,0,2,Yes,4171170,Late,1,5421,3483,0
21,Female,Self-employed,Oyo,383804,317342,29,No,109248,201940,157074,0,1,No,0,N/A,0,2315,3530,1
32,Female,Employed,Cross River,434461,440072,18,Yes,0,300071,107334,4,2,Yes,719163,Late,2,6130,4032,1
32,Female,Employed,Imo,515085,382321,60,Yes,274631,295343,228061,1,0,Yes,2652688,On-time,0,3501,8313,0
26,Female,Employed,Akwa Ibom,309342,188295,35,Yes,203230,152138,91316,0,0,No,0,N/A,0,6348,6317,0
46,Male,Employed,Borno,80000,82305,76,Yes,0,32018,31387,2,0,No,0,N/A,0,9099,7242,0
35,Male,Employed,Edo,374946,276522,21,Yes,248814,263491,57815,0,0,Yes,954938,On-time,0,4320,4939,0
34,Male,Unemployed,Imo,68932,61662,11,No,2724,21817,22938,5,3,Yes,198319,Late,0,2459,4432,1
38,Female,Employed,Delta,215618,108369,25,Yes,288055,87185,47122,1,1,Yes,631160,On-time,0,2434,9815,0
26,Male,Employed,Borno,96413,82337,29,Yes,62487,69648,47122,1,1,Yes,410502,Late,0,2520,2824,1
31,Female,Employed,Plateau,634404,592786,36,Yes,23553,210601,263965,1,5,Yes,2842925,Late,3,5795,5338,1
24,Female,Unemployed,Edo,23354,23168,28,No,65,14923,5154,2,4,Yes,115614,Late,2,1801,7142,1
